0.000003	0	0	0	0	0	8
0.000011	0	0	0	0	3	16
0.000039	0	0	0	1	7	64
0.000130	0	0	0	3	15	243
0.000387	0	0	1	4	57	683
0.001053	0	0	4	19	165	1695
0.002601	0	1	3	38	391	4023
0.005845	0	0	11	104	904	8461
0.011939	0	5	21	175	1638	16605
0.022172	1	6	27	300	2940	29611
0.037437	0	4	52	506	4733	46945
0.057468	0	8	54	742	6736	68372
0.080203	1	22	89	899	9008	91148
0.101764	1	7	114	1085	11044	110670
0.117391	0	11	114	1214	12285	121383
0.123116	1	10	145	1196	12126	121005
0.117391	1	8	106	1104	10953	110914
0.101764	1	5	95	892	9062	91472
0.080203	1	6	63	658	6982	68499
0.057468	2	3	53	452	4786	46769
0.037437	0	3	22	293	2921	29332
0.022172	0	0	17	153	1715	16672
0.011939	1	1	7	92	878	8745
0.005845	0	0	2	40	405	3949
0.002601	0	0	0	16	159	1742
0.001053	0	0	0	10	52	617
0.000387	0	0	0	2	26	234
0.000130	0	0	0	2	7	84
0.000039	0	0	0	0	2	27
0.000011	0	0	0	0	0	8
0.000003	0	0	0	0	0	4
0.000001	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
0.000000	0	0	0	0	0	0
